author,Avg_Word2Vec
@Ziya71,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
@Servetyalcnkaya,"[-6.84411777e-03 -1.46784424e-03 -1.30176288e-03  6.98789814e-03
  2.74798041e-03 -6.58318307e-03 -1.50066440e-03  5.66076487e-03
 -2.88453093e-03 -4.98792762e-03  5.93591947e-04 -5.66165615e-03
 -3.59162339e-03  4.08793008e-03  1.81983225e-04  7.87737127e-03
  5.37213124e-03 -1.24689983e-03  1.19722704e-03 -3.77347413e-03
  1.58649881e-03 -1.11269765e-05  1.66628673e-03 -5.96810551e-03
  7.38433469e-03 -6.24215230e-04 -6.27030060e-03  6.80903718e-03
 -1.98591687e-03  9.94516304e-04  9.29565914e-03 -5.30602410e-05
  1.94141082e-03  1.73702743e-03 -2.33180635e-03  4.05874010e-03
  4.48820274e-03  5.12100616e-03  5.60143730e-03  6.79119863e-03
  6.19781669e-03 -4.64975834e-04 -6.18565083e-03 -2.45722220e-03
 -1.68694300e-03  5.23057207e-03  1.33300095e-03  2.22259061e-03
  2.84979492e-03  4.78196051e-03  5.17838774e-03 -7.00925943e-04
 -7.86661054e-04  5.75244753e-03  1.37768884e-03  1.77875161e-04
  2.54941080e-03  2.04689847e-03  2.04714504e-03  3.39156273e-03
 -5.63905668e-03  5.49803209e-03  2.34677340e-03 -3.31342663e-03
 -7.86944875e-04  4.19180375e-04  1.49019039e-03 -7.63467420e-03
  4.36687749e-03  1.23006082e-03 -6.24016509e-04 -1.54646137e-03
  7.15393806e-04 -1.52270007e-03  4.21846285e-04 -6.64684689e-03
 -2.28038896e-03 -3.12141003e-03  6.09552860e-03 -1.53514498e-03
 -2.92379479e-03  5.49233519e-04  1.52560952e-03  6.66723354e-04
  1.31116575e-03 -3.96958413e-03 -3.79971741e-03 -4.26273700e-03
  4.60829679e-03  4.29991866e-04 -3.89672723e-03  3.53552634e-03
  3.11943702e-03 -1.66683923e-04  3.58877890e-03 -2.27999920e-03
 -1.84874958e-03  1.71773462e-03 -5.21130860e-05  3.99126532e-03]"
@hande1024,"[ 3.4607872e-03  1.3386226e-03  5.0234552e-03  2.2759615e-04
 -3.6962223e-03 -6.1028535e-03 -2.5796497e-03  3.5677473e-03
 -3.6140550e-03 -8.1079556e-03  1.4016381e-03 -5.3128256e-03
  7.4661551e-03 -4.8227003e-04  6.0627917e-03  5.7094269e-03
 -1.8534478e-03 -8.1064994e-05  5.6373589e-03 -3.4003067e-03
  1.9000296e-04  1.6342398e-03 -7.7584945e-04  2.8512189e-03
  7.8636454e-05  6.4660162e-03 -4.3344018e-03  1.2828090e-03
  6.7367903e-03  1.2567854e-03 -5.0843568e-03  3.0498959e-03
  1.2049607e-03  1.1820914e-03  4.9343100e-03  6.3914703e-03
  5.5548269e-03 -3.1429788e-03 -7.7945790e-03  4.6034083e-03
  2.3652967e-03 -2.2971262e-03 -7.3737083e-03  1.3692610e-03
 -5.2293465e-03 -5.2426574e-03 -9.5476117e-04 -9.2898950e-04
 -5.3604404e-03 -2.6439829e-03  2.0369673e-03 -2.9935266e-03
 -7.2915405e-03  4.7982042e-03  2.8889049e-03  4.3219524e-03
 -4.9657854e-03 -4.2965491e-03  4.0053418e-03  1.2624611e-03
 -9.1068838e-03 -2.5228823e-03  2.6985249e-03  4.3820227e-03
 -1.3104950e-03  3.9420486e-03 -6.5296302e-03 -4.5715501e-03
 -2.5893527e-04  1.1883434e-03 -1.4260361e-03  5.5009909e-03
 -2.4446631e-03  1.7580830e-03 -2.7409799e-03  7.8925481e-03
 -1.3191162e-03 -4.8911236e-03 -2.5099854e-04  7.1245674e-03
 -8.6037046e-04  6.0088448e-03  8.3336420e-03  5.6270347e-04
 -6.6760276e-03  4.7132196e-03  1.8714229e-04  2.6123892e-03
  7.0353104e-03  2.6226579e-03  4.7256439e-03 -4.7095236e-05
 -4.7153104e-03  4.5429762e-03 -1.8010589e-03 -4.3401839e-03
  4.3866998e-03 -2.7127052e-03  1.9039694e-03  2.8509321e-04]"
@hamzasoyle8636,"[ 7.6457523e-03  7.4173310e-03  2.5226085e-03 -3.8425948e-03
  7.6115560e-03 -4.6199034e-03 -1.0780342e-03  4.2372462e-03
  1.9029193e-03 -8.7537599e-04 -6.3821016e-04  3.5483006e-03
  4.7952384e-03  2.9982834e-03  7.6897297e-04  4.3840770e-05
 -5.9022158e-03  1.5968893e-03 -5.0629181e-04 -1.4866283e-03
 -4.4126259e-04  3.9068181e-03 -1.6913023e-03  1.8312508e-03
 -3.6888828e-03  2.1492743e-03  2.1680600e-03  3.5927705e-03
 -2.1412133e-03  3.2022968e-04  2.7226314e-03 -2.2471624e-03
  6.8866597e-03  4.7416054e-04  2.5068212e-03  7.1803718e-03
 -1.4069345e-03 -1.3754363e-03 -1.2600279e-03 -3.4395387e-04
 -1.0259434e-04  6.6687451e-03 -1.8613992e-03 -4.2282119e-03
 -1.3120305e-03  1.1943524e-03 -4.6377070e-05  1.8698525e-03
  2.8569300e-03 -6.1881635e-03 -7.3232362e-04 -5.4553780e-03
 -1.0568514e-03 -2.2111005e-04  3.6141665e-03  1.9436559e-03
 -6.6578463e-03  3.4076516e-03  3.2577629e-03 -6.2275976e-03
  6.1525763e-03 -2.7633684e-03 -1.0282871e-03  5.6679435e-03
  4.3989071e-03  5.0703478e-03  7.6650064e-03 -6.7261788e-03
 -2.7009153e-03  2.0245281e-03 -3.2412522e-03  4.4110231e-04
  1.7736722e-03 -4.8834458e-03  1.5531030e-03  9.3066972e-04
 -5.9927546e-04 -5.1900093e-03  2.3703331e-04  5.6117872e-04
  1.2108859e-03  1.1284304e-03 -6.8958574e-03  2.1836117e-03
  6.4263673e-04  2.5072973e-04  4.5251283e-03 -7.0634610e-06
  1.5282038e-03  1.6971507e-04  3.6985248e-03  4.4395993e-03
 -3.3498660e-03  6.2128733e-04  2.0640444e-03 -6.0417051e-03
 -1.5520370e-03 -1.2699649e-03  7.2685356e-04 -4.9188170e-03]"
@ahalpars,"[ 0.00708401  0.00017357 -0.0031241  -0.00509608  0.00508721 -0.00242649
  0.00028437  0.00555966  0.00920932 -0.00838015  0.00950056 -0.00107819
 -0.00717265 -0.00550197 -0.00063791  0.00719887  0.00275637 -0.00518617
  0.00416679 -0.00644828  0.00104825  0.00233913  0.00277093 -0.00461653
 -0.00128629  0.00221426  0.00209543  0.00186376  0.00459291  0.00181568
 -0.00473569 -0.00528225  0.00474066 -0.00579264 -0.00041964 -0.00616707
  0.00098783  0.00042615  0.00218252  0.00328997  0.0047098  -0.00488078
  0.0007406  -0.00114098  0.0068201  -0.00070679  0.00014175 -0.00157416
  0.00056074  0.0065193  -0.00016075 -0.00090441  0.00268754 -0.0003929
  0.00297288 -0.00547072  0.00621178  0.00498265 -0.00257891  0.00543163
 -0.00699102 -0.00210748  0.00382018  0.00551518 -0.00035936  0.00442039
  0.0026963   0.00268236 -0.0047403   0.00123242 -0.00031885 -0.00467777
  0.00788993 -0.0026299  -0.00178336 -0.00725924  0.00279341  0.00058897
 -0.00077705 -0.00147114 -0.00043459 -0.00185626 -0.00173273 -0.00040461
  0.00732551  0.00320364  0.00387486  0.00298764 -0.00194734 -0.00015157
  0.00046365  0.00123346  0.00476287  0.00218357  0.00148909 -0.00119532
  0.00485244  0.00522267  0.00168725  0.00179146]"
@yalom64,"[-2.2783923e-04  1.1961788e-03  4.4287886e-03  1.7859269e-03
 -1.2865379e-03  2.9708818e-03 -1.0722573e-03  4.9842955e-03
 -7.7195023e-04  8.4817008e-04  2.9376254e-04 -1.8063369e-03
  1.5899972e-03  1.1957239e-03 -2.2567448e-03 -5.6648399e-03
  3.8346522e-03  2.1382547e-03 -3.3379905e-03 -3.3895294e-03
 -1.5899021e-03 -1.1205135e-03  2.9215950e-04  4.1650934e-04
  4.1176276e-03  1.3122950e-03 -1.4610239e-03  5.6175208e-03
 -2.2019050e-03  2.7139639e-03 -1.0502175e-03 -2.8661930e-03
  2.4015051e-03 -4.3849517e-03 -3.1598904e-03 -5.5013760e-03
 -5.1034725e-04 -4.9481555e-03  4.3305403e-04 -2.6996983e-03
 -5.2226670e-03  3.7289481e-03 -2.3413911e-03 -1.1999870e-04
 -3.2154908e-03 -2.9057027e-03  8.8905351e-04 -7.3411711e-04
 -3.7769517e-03  3.1642860e-03  1.6139029e-03  2.4385145e-04
 -5.0349850e-03 -2.5017038e-03 -1.2542540e-03 -5.9704469e-03
 -1.6339033e-04 -2.3186852e-03 -2.1098452e-03  1.4871425e-03
 -2.2875844e-03 -5.0595135e-04  1.1560437e-03  9.2631124e-04
 -3.3781007e-03  3.4782020e-03  6.4773229e-03  3.7103002e-03
 -5.7087662e-03  3.4025817e-03  4.7731157e-03  6.5672779e-03
  1.7616259e-03 -4.3218848e-03  5.7961378e-04  9.3623495e-04
  5.7801651e-03  4.2904867e-07 -2.1094962e-03  1.7792970e-04
 -3.9522233e-03 -1.3119117e-03  7.5764023e-04  4.5874063e-03
 -4.1042655e-03 -8.9640892e-04  3.0574896e-03 -4.6311831e-03
 -1.1722727e-03  3.3969255e-03  2.3813066e-03 -9.9260616e-04
  4.7608586e-03 -3.4918911e-03  3.7287383e-03  2.4095641e-03
  1.2391317e-04  2.1196245e-03  2.5304588e-03  2.7098015e-03]"
@erhandegirmencioglu582,"[ 8.08938593e-03  1.74398697e-03  1.77506893e-03  1.21726654e-04
  1.83059112e-03 -1.76929240e-03  1.09408516e-04  1.65269722e-03
 -8.25785100e-05 -1.35296234e-03 -9.73429880e-04  4.14785324e-03
  6.46070950e-03  2.25898763e-03  4.44734981e-03 -1.66898756e-03
  2.93643516e-03 -8.42780690e-04 -1.04117207e-05  2.18590256e-04
  2.60783290e-03  5.37264999e-03  4.00491990e-03 -1.54329417e-03
 -3.93942092e-03 -8.80634179e-04 -2.96683190e-03  7.65305571e-03
 -5.89114055e-03  4.74270200e-03 -8.01583519e-04 -1.82049756e-03
  3.59107740e-03 -2.67554913e-03 -4.35022870e-04  3.57162044e-03
 -1.99934235e-03 -1.72524306e-04 -8.49809870e-03  6.22879667e-03
 -3.99601646e-04  3.07121361e-03  2.03755405e-03  1.73348072e-03
  4.24732920e-04  1.71517022e-03 -4.12275968e-03  1.18923956e-03
  3.06534674e-03 -2.02720286e-03 -4.25760588e-03 -4.72675310e-03
  1.43231708e-03 -8.50962382e-03 -2.66411807e-05  4.87355376e-03
 -4.95230453e-03  4.45346907e-03 -6.58525270e-04 -3.76117183e-04
  5.61917899e-03 -4.40829527e-03 -1.75881141e-03  9.20887478e-03
  5.67907991e-04  6.22019172e-03 -2.47688219e-03  3.04296939e-03
 -3.31557333e-03  1.42202945e-03  2.53974553e-03 -4.48984239e-04
  2.80719716e-03 -3.59838549e-03 -2.85556191e-04 -3.93349212e-04
  6.28930144e-03 -4.76013683e-03  9.31495335e-04 -2.04473129e-03
 -6.96840789e-03 -1.50866364e-03 -8.75858590e-03  2.18199333e-03
  1.81475130e-03  3.39356484e-05  3.07968212e-03  4.94440971e-03
  5.34160109e-03 -1.41872012e-03  4.01170552e-03 -3.47387209e-03
 -6.66114828e-03  4.83413227e-04 -5.78703359e-03 -4.38697124e-03
  1.79704220e-04 -2.82899942e-04 -8.58118758e-04 -6.97936583e-03]"
@sefaozmen403,"[-7.8839539e-03  4.2024800e-03 -2.6659167e-03  8.5051954e-03
  5.0833216e-04 -3.6712224e-04  7.0755389e-03  1.2802659e-05
  1.0328989e-03  4.9922876e-03 -2.3485832e-03 -2.7724311e-03
  6.2974645e-03 -1.8788285e-03  4.8567867e-04 -3.3859981e-03
  7.5924792e-04 -5.4132156e-03 -6.4284708e-03  3.1525842e-03
 -1.2707243e-03  5.3998069e-03  1.3110046e-03 -5.6084427e-03
  2.9011911e-03  4.2068930e-03 -1.8139699e-03 -9.0730125e-03
 -3.0512449e-03  3.4446688e-04  2.0622876e-03 -6.1921333e-03
  7.0887757e-03  9.7394567e-03 -1.7744279e-03  2.0705955e-04
  2.7173455e-03  7.7496078e-03  3.4349980e-03 -9.1335122e-03
 -5.3056600e-03 -1.7455089e-03  1.2210057e-03 -5.2169771e-03
 -1.5208027e-03 -2.9643695e-03  2.0907482e-03  4.6101790e-03
 -7.1099065e-03 -5.3663398e-03 -4.3618600e-03 -3.5239435e-03
 -2.2560635e-03 -2.9908866e-04  4.0440857e-03 -4.7639501e-04
  4.4029844e-03 -4.0584393e-03  1.2566841e-03 -5.5967979e-03
 -7.5821653e-03  3.1067547e-04  4.2298166e-03 -2.9539352e-04
 -2.9697921e-03  4.2098733e-03  4.8281206e-04  5.7480116e-03
 -5.6328392e-03  3.8572857e-03 -1.7430540e-04  3.7364266e-03
  6.7220195e-03 -4.5295060e-04 -8.6451117e-03 -4.4765519e-03
 -7.2363783e-03 -8.1727817e-04 -7.5019607e-03 -3.0892219e-03
  4.1634273e-03 -4.1712844e-03  7.1665552e-03  1.8267791e-03
  5.7751583e-03 -3.1511702e-03 -1.6027223e-03 -1.6569423e-03
 -5.7179322e-03  1.0997605e-03 -6.0486193e-03  4.3600039e-03
  3.8094937e-03 -8.4959727e-04  4.3103695e-03 -5.0373096e-04
  4.5085289e-03  6.0873632e-03  2.1423758e-03 -8.6076453e-04]"
@selimmutlu8922,"[-2.1084771e-03  3.0357093e-03  8.2587579e-04 -5.1716482e-04
 -2.1609443e-03 -1.9697153e-03 -5.3195958e-04  2.6459396e-03
 -6.3305385e-03 -9.8237465e-04 -1.5675258e-03 -1.9132391e-03
  1.2876745e-03  1.8894100e-03  1.9417375e-03 -3.4775976e-03
 -1.5746977e-04  1.8938541e-03 -5.4771844e-03 -6.3863331e-03
 -4.3348782e-04 -2.2784630e-03  3.7532104e-03 -9.8889868e-04
  3.5302073e-04 -3.2036537e-03  1.0359533e-03  2.5051115e-03
 -4.8893518e-03 -6.1323820e-04  2.3839111e-03 -3.1801749e-03
  6.2477705e-04 -3.9123362e-03 -3.6778476e-03  1.7512287e-04
  3.8950399e-03  2.6728455e-03  2.1209489e-04 -2.8690258e-03
 -9.4328215e-04  1.5123519e-03 -5.8279694e-03 -1.1032008e-03
  1.8113847e-04  5.8584946e-04 -3.6762562e-04  4.9722064e-03
 -2.1800338e-03  3.4679004e-03 -1.6430566e-03 -2.3439475e-03
 -3.0447775e-03 -1.0788618e-03 -1.9565877e-04 -1.2196632e-03
  1.1303265e-03 -3.9873659e-03 -6.0397713e-03 -2.8256343e-03
  3.7839215e-03 -5.2695023e-04  3.6751023e-03 -1.3313172e-03
  3.0276953e-04  2.4242783e-03  2.5882723e-03  4.0168641e-03
 -3.7118131e-03  1.8002129e-03  1.2074058e-03  4.3685418e-03
  2.9665811e-03  1.2231322e-03 -3.1173113e-05  6.3457452e-03
  7.7813480e-04 -6.3767174e-04 -3.0887069e-03 -2.2602007e-03
  4.3287557e-03 -4.3819882e-03 -5.6518510e-04  1.4133027e-03
 -3.1827809e-03 -2.6593795e-03  5.7571649e-04 -2.5525137e-03
  7.8766275e-04  1.8872304e-03  2.9641395e-03  2.5856923e-03
 -5.3121423e-04  7.7566667e-04  5.7757292e-03  5.8060363e-03
 -3.2655094e-03 -2.0491849e-03  2.1707776e-03 -3.7916445e-03]"
@halilcapan3088,"[-0.00430806  0.00264363 -0.00383657 -0.0053894  -0.00088144  0.00292729
  0.00037425  0.00322131 -0.00743892 -0.00034422 -0.00483139 -0.00279204
  0.00103483 -0.00435926  0.00238346 -0.00723084 -0.00042039  0.00209474
 -0.00542763 -0.00349388 -0.00798539 -0.00278789  0.00221246 -0.00040921
  0.00034227 -0.00422338  0.00579474 -0.00215651 -0.00255678  0.00523468
  0.00562953 -0.00810726 -0.00593005 -0.00533567 -0.00430626  0.00385156
  0.00281832  0.00416524  0.0032379  -0.00211473  0.00198002 -0.0028248
 -0.00407765  0.0022608   0.00164541  0.00065342  0.00041808  0.00238487
 -0.00251158 -0.00132054  0.00206218 -0.00550496  0.00040323  0.00034133
 -0.00935209 -0.0017463   0.00402379 -0.00598279 -0.0067381  -0.00576153
  0.0063884  -0.00222082  0.00877454 -0.00327849 -0.001764    0.00608545
  0.00420873  0.00395131 -0.00719471 -0.00172655  0.00316638  0.00568691
  0.00613884  0.00384539 -0.00195203  0.00838085  0.00015538  0.00362117
 -0.00130398  0.00191977  0.0042979  -0.00761153 -0.00136878 -0.00483408
  0.00021563 -0.00723884 -0.00484611  0.00100955  0.00324931  0.0015411
  0.00230375  0.00732814  0.00049252 -0.00353041  0.00898475  0.00525823
  0.00215294 -0.00408484  0.00558134 -0.00685855]"
@yakuoarslan246,"[-5.59027365e-04  3.42074689e-03 -1.81242503e-04 -2.57225311e-03
  1.48363842e-03 -1.26214779e-03  5.07720048e-04  2.08847760e-03
  1.37796230e-03  1.60666328e-04 -1.28878964e-04 -3.33815347e-03
  2.15654681e-03  4.90109029e-04  2.96104758e-04 -1.36982952e-03
 -5.42809197e-04 -2.57316802e-04 -1.35046116e-03  4.87865436e-05
  2.71577126e-04  5.98051643e-04  1.32569496e-03  3.22155160e-04
 -1.38191134e-03  3.52735352e-03  8.81134474e-04 -7.71680439e-04
 -9.25529050e-04 -6.58234581e-04 -6.93748356e-04 -2.83519132e-03
  1.62736408e-03  1.01519912e-03  1.14851900e-04  7.16121867e-05
  1.85893208e-03 -1.35419914e-03  7.88344012e-04 -2.63249734e-03
 -7.00597535e-04 -8.89281800e-04 -4.71696112e-04 -2.56986055e-03
  2.23539490e-03 -1.33263576e-03  3.93026881e-03  6.80718804e-04
 -1.88560865e-04 -1.99806690e-03 -3.12925340e-03 -2.06123665e-03
  1.79055624e-03 -1.89517671e-03  2.50023766e-03  4.85716242e-04
 -8.18451343e-04 -4.16505150e-04  1.35416398e-03 -3.35166254e-03
  2.89927889e-03 -2.32328870e-03  1.11960107e-03  1.75376981e-03
 -4.57515591e-04  2.54851975e-03 -4.36076109e-04  1.53666851e-03
 -2.49708095e-03  1.96592370e-03  2.90804928e-05  1.68118306e-04
  1.60318788e-03  6.20651699e-04 -3.10327648e-03  2.07120879e-03
 -2.10077758e-03  9.80581623e-04 -2.06570374e-03 -1.75290904e-03
  6.72068854e-05 -1.49161264e-03 -1.25276926e-03  1.28366670e-03
  2.35536112e-03 -5.53483434e-04  2.42993212e-03  1.75945379e-03
  6.44241110e-04 -1.14159586e-04 -1.82752952e-03 -1.09615165e-03
  1.04309979e-03  1.30530942e-04  2.33993004e-03 -1.48885953e-03
 -7.56444933e-05 -9.96248215e-04 -2.61619280e-04 -1.88933802e-03]"
@mehmetakif5638,"[ 2.1440836e-03  5.0653988e-03  3.0053096e-04  1.3423379e-03
  3.6547333e-04  2.4202762e-03 -1.2705466e-03 -2.1330675e-03
 -4.0603341e-03  5.0018850e-04 -2.5287194e-03 -3.2821679e-04
  8.3671110e-03  3.7157026e-03  5.9851278e-03 -8.0547872e-04
  3.6321215e-03  2.1877841e-03 -5.8257091e-03 -5.9782504e-03
 -8.0323272e-04 -2.8109315e-03 -2.6816577e-03 -5.0893840e-03
 -1.9724814e-03 -2.0295708e-04 -2.0920548e-04  1.5931405e-03
 -3.1300627e-03  1.3285946e-03  2.7528461e-03 -2.9422909e-03
  1.4401863e-04 -1.8685278e-04 -7.4552554e-03  5.8615179e-04
 -1.9550400e-03  2.2201126e-03 -2.3045172e-03 -2.9514309e-03
 -6.7090732e-04  6.0401126e-03 -8.9935400e-04  3.4531306e-03
  3.3527450e-04  2.1658342e-03  1.3729362e-03 -1.9900480e-03
 -3.1954637e-03  2.7767906e-03 -3.5169430e-03 -3.4887393e-03
 -8.5380217e-03 -6.4593642e-03  1.4605834e-03  1.9340062e-03
 -1.9344756e-03  3.0138297e-04 -1.8237960e-03 -4.6788710e-03
  2.2930095e-03 -3.4969116e-03  3.1795397e-03  2.6454853e-03
 -2.0659080e-04  3.9354265e-03  1.1323560e-03  1.4050432e-03
 -3.7461680e-03  3.5781653e-03 -2.0947417e-03  1.6962857e-03
  2.8889431e-03  1.1307779e-03 -2.7689070e-03  5.8602993e-03
  3.4898429e-03  6.5148342e-05 -4.3002856e-03 -2.8074477e-03
  1.7174185e-03 -4.7274106e-03 -3.7564002e-03  3.2022044e-03
  3.8903393e-04 -2.1742620e-03  3.7841717e-04 -6.7540184e-03
  2.3113869e-03 -3.3054873e-03  6.4546046e-05  8.3283568e-04
 -2.0040050e-03  4.8742886e-03 -1.9028741e-03  1.1425983e-03
 -3.6889918e-03  4.9520093e-03  3.4270517e-03 -1.8731328e-03]"
@nurolgun4898,"[-0.00430806  0.00264363 -0.00383657 -0.0053894  -0.00088144  0.00292729
  0.00037425  0.00322131 -0.00743892 -0.00034422 -0.00483139 -0.00279204
  0.00103483 -0.00435926  0.00238346 -0.00723084 -0.00042039  0.00209474
 -0.00542763 -0.00349388 -0.00798539 -0.00278789  0.00221246 -0.00040921
  0.00034227 -0.00422338  0.00579474 -0.00215651 -0.00255678  0.00523468
  0.00562953 -0.00810726 -0.00593005 -0.00533567 -0.00430626  0.00385156
  0.00281832  0.00416524  0.0032379  -0.00211473  0.00198002 -0.0028248
 -0.00407765  0.0022608   0.00164541  0.00065342  0.00041808  0.00238487
 -0.00251158 -0.00132054  0.00206218 -0.00550496  0.00040323  0.00034133
 -0.00935209 -0.0017463   0.00402379 -0.00598279 -0.0067381  -0.00576153
  0.0063884  -0.00222082  0.00877454 -0.00327849 -0.001764    0.00608545
  0.00420873  0.00395131 -0.00719471 -0.00172655  0.00316638  0.00568691
  0.00613884  0.00384539 -0.00195203  0.00838085  0.00015538  0.00362117
 -0.00130398  0.00191977  0.0042979  -0.00761153 -0.00136878 -0.00483408
  0.00021563 -0.00723884 -0.00484611  0.00100955  0.00324931  0.0015411
  0.00230375  0.00732814  0.00049252 -0.00353041  0.00898475  0.00525823
  0.00215294 -0.00408484  0.00558134 -0.00685855]"
@muratbekkalandarov114,"[-1.8741908e-04  1.7251953e-03 -8.4453262e-04  3.7406220e-03
 -8.0267433e-04  4.5146327e-05  1.3985167e-03  5.8997972e-03
 -6.7114485e-03  1.1844194e-03  1.3609955e-03 -2.4683897e-03
  2.3932438e-03  3.7164446e-03  1.3154089e-03 -3.9698342e-03
  4.0482190e-03  5.4171714e-03 -8.4311105e-03 -7.4122250e-03
  1.5935535e-04  1.2465124e-04  1.5211073e-03 -3.8650632e-03
  7.0974426e-03 -4.0724706e-03  3.7821520e-03  5.4988419e-03
 -7.0697865e-03  4.6244822e-06 -1.0026481e-03 -4.2076958e-03
  1.1324829e-03 -4.9546119e-03 -5.5031721e-03 -1.7329606e-03
  3.8851334e-03 -1.3520576e-03  7.1728980e-04 -2.9102149e-03
 -7.5849341e-03  3.3440508e-03 -4.8291394e-03  1.2061943e-03
  2.0570646e-03  2.1080486e-03 -3.1116516e-03  3.4208247e-03
  3.3411803e-04  4.1149817e-03 -3.4017852e-03  9.0855942e-04
 -5.5875061e-03 -3.5327491e-03 -3.2905582e-04 -5.2000089e-03
  1.3191651e-03 -5.5466080e-03 -5.0486792e-03  2.7834529e-03
  1.4308826e-03 -1.7302865e-03  2.1400140e-03 -3.0230745e-03
 -4.3991562e-03  6.0544861e-03  3.4248787e-03  5.5839224e-03
 -4.8627178e-03  4.0998217e-03  4.7039413e-03  6.7995097e-03
  1.4289159e-03 -3.6223026e-03  6.3848367e-04  4.5503420e-03
  8.5567310e-03  1.5276404e-03 -2.7758128e-03 -4.3862681e-03
  1.7320598e-04 -2.8310190e-03 -1.4825726e-03  3.4679717e-03
 -2.2395034e-03 -1.9699121e-03  8.0534723e-04 -6.0109412e-03
  2.6331502e-03  3.4878999e-03 -1.4037315e-03  2.9608628e-03
  6.3376934e-03 -1.8938901e-03  8.8951318e-03  5.2414853e-03
 -1.5089577e-03 -3.2696668e-03  4.5464742e-03 -3.3490174e-04]"
@erberkgaming2740,"[-4.8816387e-04  3.1060804e-04  5.1074564e-03  8.9330794e-03
 -9.2755156e-03 -7.1871313e-03  6.4711487e-03  9.0649677e-03
 -5.0487095e-03 -3.8052646e-03  7.3694047e-03 -1.6486967e-03
 -4.5331968e-03  6.5516606e-03 -4.8759226e-03 -1.8423651e-03
  2.9054275e-03  9.7028806e-04 -8.3528487e-03 -9.5645310e-03
  7.3353946e-03  5.0931666e-03  6.7789503e-03  7.8607525e-04
  6.3002822e-03 -3.3589168e-03 -9.0369635e-04  5.7433825e-03
 -7.5624981e-03 -3.9420482e-03 -7.5025517e-03 -9.6593396e-04
  9.6144015e-03 -7.3836250e-03 -2.3618722e-03 -1.9066390e-03
  8.1233056e-03 -5.9666485e-03  2.5588442e-05 -4.8420313e-03
 -9.5845154e-03  4.9823355e-03 -8.7731536e-03 -4.3926439e-03
  4.6265141e-05 -3.0827775e-04 -7.6590655e-03  9.5663862e-03
  5.0029517e-03  9.2466613e-03 -8.1949085e-03  4.4718343e-03
 -4.1288533e-03  7.8840624e-04  8.4758764e-03 -4.4616563e-03
  4.5030653e-03 -6.7943758e-03 -3.5930681e-03  9.3376311e-03
 -1.5127185e-03  3.0012807e-04 -4.1202232e-03 -7.6419264e-03
 -1.5238293e-03  2.5719260e-03 -8.2200649e-04  5.5941995e-03
 -2.8135013e-03  2.3048995e-03  5.4251715e-03  8.3731972e-03
 -1.4330921e-03 -9.1921380e-03  4.4079009e-03  6.5874017e-04
  7.4588885e-03 -7.7587232e-04 -2.6817780e-03 -8.7525584e-03
 -8.5638894e-04  2.8275026e-03  5.3431359e-03  7.1065323e-03
 -5.7203262e-03  1.8378943e-03  6.2159696e-03 -4.7396258e-03
 -3.0823362e-03  6.8212282e-03  1.6579363e-03  2.1536587e-04
  3.4877046e-03  2.6130953e-04  9.7187040e-03  5.0771190e-03
 -8.9142639e-03 -7.0497338e-03  8.9376024e-04  6.3682729e-03]"
