Title,Channel Name,Views,Likes,Published Date,Video URL
Teknik Analiz Eğitimi / Sıfırdan Grafik Okuma ve Yorumlama,Erdem Kaynar,156894,4532,2022-01-01T10:00:21Z,https://www.youtube.com/watch?v=VEF_xt-AYaM
